id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
968162853475499313,Perfect Marigny Pied-de-terre!,370734277,Rare Space,,Marigny,29.96634,-90.06265,Entire home/apt,78,2,27,2024-08-19,2.42,15,340,27,"22-CSTR-18145, 20-OSTR-18145"
35947242,"Tranquil gem, City Park & Streetcar 4 blk walk",74172257,Gabe,,Mid-City,29.98075,-90.10149,Entire home/apt,287,2,50,2024-04-28,1.23,1,253,5,"22CSTR-19688, 20-OSTR-19680"
53204638,Modern Cozy Home in Gentilly Terrace!,237609714,Britney,,Gentilly Terrace,29.9993,-90.0467,Entire home/apt,80,30,2,2023-10-31,0.07,2,250,1,"23STR-20736, 23OSTR-20743"
1014572105699091362,"Le Mansion
3 full bedroom's
4 beds , full kitchen",544294651,Pedro,,Florida Area,29.9797607,-90.0304132,Entire home/apt,100,30,13,2024-05-19,1.37,2,144,13,Exempt
52825254,"Luxurious Condo steps to French Quarter, Frenchmen",55696966,Air Hospitality,,Marigny,29.96597,-90.06159,Entire home/apt,92,2,108,2024-08-19,3.11,3,158,41,"22-CSTR-08300, 21-OSTR-17691"
948348510778119884,Charming Studio Near French Quarter,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,100,1,25,2024-08-22,1.95,71,266,23,24-XSTR-08058
1071924484313147204,Vieux Carré Perfection! Historic New Orleans Home,2463502,Romy,,French Quarter,29.9632085,-90.06455869999999,Entire home/apt,429,30,7,2024-07-09,1.02,3,329,7,Exempt
1218369425048423890,"6BR/6BA Hotel Suites Groups! Pool, Parking & 11TVs",593566182,Heather,,Tulane - Gravier,29.957214150202585,-90.08888914763718,Private room,540,1,0,,,11,343,0,24-XSTR-03999
952490991793355740,Bayou Bliss…in Mid City….Steps To Canal  Streetcar,77550888,Elizabeth,,Mid-City,29.970373639385805,-90.09310087793338,Entire home/apt,146,3,49,2024-09-02,3.99,1,213,48,"22-CSTR-00472, 22-OSTR-00472"
888567045147972326,Lovely 2br in Mid City,112910785,Marigny,,Treme - Lafitte,29.9709,-90.07715,Entire home/apt,94,3,25,2024-09-02,1.58,65,282,21,"22-CSTR-04401, 20-OSTR-26561"
639863330002754843,Condo w/ Historic Charm on Popular Magazine Street,173439316,Brenda,,Lower Garden District,29.93552,-90.07294,Entire home/apt,225,30,10,2024-04-14,0.47,1,25,3,"22-RSTR-10760, 22-OSTR-10735"
988740844618829276,"Modern City 3bd/2ba kind bed, w/d & parking",470246731,Tia,,Gert Town,29.9558067,-90.0993299,Entire home/apt,200,2,12,2024-06-15,1.13,1,146,12,"24-NSTR-11120, 24-OSTR-10968"
11741010,NOLA Hot Spot- Spacious&short walk to The Quarter,48008180,Janell,,St. Roch,29.97013,-90.05478,Private room,,30,100,2019-12-09,1.03,1,0,0,19STR-12268
35277805,"Pool House Oasis,  Zen out w/ Friends or Family",165620150,Katie,,Navarre,29.99562,-90.11262,Entire home/apt,600,30,1,2019-09-30,0.02,2,358,0,
1042070079160088881,Brand New Designer Loft on Vibrant Freret Street,19414007,Epic Stork,,Freret,29.93505889999999,-90.1089538,Entire home/apt,476,2,5,2024-05-13,0.60,8,223,5,"22-CSTR-08682, 22-OSTR-22149"
15305974,Gentilly-Desire Studio Guest Home,97481203,Jackson'S,,Desire Area,29.99665,-90.03466,Entire home/apt,45,30,181,2024-07-01,1.88,2,328,4,"20RSTR12345, 20OSTR-12345"
553170756475031602,4524 Cleveland Ave,4820405,Akshay,,Mid-City,29.97614917681107,-90.10558439490059,Entire home/apt,99,1,4,2024-02-11,0.37,1,349,4,"23-NSTR-15824, 23-OSTR-19789"
45803430,NOLA Charm: Central and 10 Min to French Qtr!,1682007,Pamela,,Central City,29.94042,-90.08238,Entire home/apt,192,4,106,2024-08-19,2.45,1,178,30,"24-NSTR-09856, 23-OSTR-13867"
978275145474352212,Charming Loft Steps to FQ,95683904,Brad,,Central Business District,29.9508165,-90.071246,Entire home/apt,84,1,47,2024-09-02,4.11,24,45,47,"23-CSTR-11427, 22-OSTR-21587"
648695952846041533,"1416 Royal St Marigny,  3 bedroom sleeps 6",101266345,Lucian,,Marigny,29.963627614466205,-90.0597190767212,Entire home/apt,167,1,59,2024-08-22,2.35,1,319,36,"21-RSTR-10226, 21-OSTR-11805"
604385659353629722,Updated Mid-City Marvel: Spacious 3BR Home + Pool,64365837,Mike,,Tulane - Gravier,29.96072,-90.08891,Entire home/apt,120,3,99,2024-08-20,3.41,64,332,40,"21-CSTR-05572, 19-OSTR-26283"
46541621,"Authentic Wood Furnished House, All to yourself",266619399,Tim And Kaelyn,,St. Claude,29.97867,-90.04596,Entire home/apt,66,2,198,2024-09-01,4.32,8,85,65,"20-CSTR-18587, 22-OSTR-07433"
1132433577238357060,City Break! Downtown Locale near Canal Street,501999514,RoomPicks,,Central Business District,29.955131956116777,-90.07581617187397,Entire home/apt,112,1,0,,,72,299,0,23-XSTR-12345
49436183,Luxe 2BR Suite:Prime NOLA Stay Near FQ & Shopping,64365837,Mike,,Central Business District,29.95066,-90.06812,Private room,162,3,66,2024-08-25,1.69,64,332,26,23-XSTR-21502
858612009083487761,Fully renovated uptown beauty!,131384381,Karen,,Audubon,29.92118795856348,-90.12527644877433,Entire home/apt,75,30,3,2024-06-23,0.33,1,365,3,
2726180,Magazine Street Style,12193877,M,,Lower Garden District,29.93205,-90.07865,Entire home/apt,,30,2,2016-11-01,0.02,2,0,0,
778931402311476558,New Orleans experience 2 miles from the Quarters,321226087,Benjamin,,St. Roch,29.981160729842,-90.04885187642026,Entire home/apt,111,30,7,2024-08-12,0.37,1,217,4,"22RSTR-22258, 22-OSTR-22258"
640572853434757085,Big Easy Getaway,155042241,Todd,,Lake Catherine,30.11586,-89.76195,Entire home/apt,184,2,81,2024-09-01,3.06,5,330,34,"21-CSTR-20087, 19-OSTR-26283"
32592932,Only 2 miles from the French Quarter!,99927481,T,,Seventh Ward,29.97526,-90.06296,Entire home/apt,144,2,51,2024-05-27,0.76,1,177,8,"21-RSTR-05495, 21-OSTR-10749"
707889510104944518,La Belle Maison Resort|1BR Suite Taylor Swift!,442029804,Live Suite,,Central Business District,29.95136,-90.06674,Entire home/apt,160,30,0,,,40,324,0,Exempt
20935184,Uptown NOLA - 2 blocks to the new  Freret St.,9019370,Timothy,,Milan,29.93811,-90.10121,Entire home/apt,400,3,227,2024-08-11,2.78,2,242,34,"17str-17742, 19-OSTR-7037"
1056482024124509162,The Jazzy Jockey House,245408779,Jason,,Fairgrounds,29.983749245103095,-90.07637858390808,Entire home/apt,119,30,0,,,1,268,0,
25325087,Steve’s Sunrise,191271823,Jessica,,Lake Catherine,30.13761,-89.75319,Entire home/apt,196,2,78,2024-08-12,1.03,1,238,12,"18STR-07137, 20-OSTR-02990"
1224003776264791099,Rooftop Pool & Gym Access – Historic Building,545764469,Little,,Central Business District,29.94422915901285,-90.07551336068022,Entire home/apt,216,1,0,,,75,108,0,24-XSTR-17190
1196420165154811217,888 | Rooftop Pool | 2 Bedroom (No W/D),545764469,Little,,Central Business District,29.946165148888166,-90.0728988921829,Entire home/apt,185,1,0,,,75,115,0,24-XSTR-17190
1192154208205459769,Heart-of-Everything Location | On Site Restaurant,585842685,Al,,Central Business District,29.952625393971726,-90.06923038526487,Entire home/apt,106,1,0,,,4,79,0,23-XSTR-10049
714268528775464191,La Pension - 1 Bedroom Suite,475537750,Austin,,Central Business District,29.9524286363326,-90.0669495655776,Private room,113,1,9,2022-10-10,0.21,14,295,0,23-XSTR-26580
23193542,Uptown Cozy Rustic Home,146218804,Cynthia,,Freret,29.93624,-90.11065,Entire home/apt,281,2,115,2024-07-06,1.46,1,134,9,"22-RSTR-10598, 22-OSTR-11610"
1126098908353366710,Spectacular Suites Sleep 20 Near FQ w/ Pool,64365837,Mike,,Tulane - Gravier,29.96651,-90.08501,Private room,450,3,3,2024-08-25,1.67,64,339,3,23-XSTR-14388
714269344793386525,La Pension - 1 Bedroom Suite,475537750,Austin,,Central Business District,29.9524286363326,-90.0669495655776,Private room,113,1,2,2022-05-09,0.07,14,295,0,23-XSTR-26580
967241910777511217,Cozy French Quarter 1br Apartment,112910785,Marigny,,Treme - Lafitte,29.96467,-90.0663,Entire home/apt,76,2,19,2024-05-15,1.55,65,322,18,"22-CSTR-19921, 23-OSTR-11798"
32049203,Cozy Studio close to everything!,380980,Joanne,,Treme - Lafitte,29.96609,-90.06449,Entire home/apt,100,30,26,2020-01-01,0.39,1,83,0,"19-ISTR-00001, 19-OSTR-59301"
40114155,Modern Marigny- minutes to the FQ.,309566784,Annie + Danny,,St. Roch,29.97084,-90.05659,Entire home/apt,252,2,144,2024-08-26,2.53,1,196,36,"21-RSTR-10046, 21-OSTR-10047"
755040833530604809,Family Perfect Waterfront Home | Pet Friendly,349162641,David,,Lake Catherine,30.07866,-89.79232,Entire home/apt,98,2,64,2024-08-30,3.24,55,182,35,"22-CSTR-07936, 21-OSTR-20465"
48719427,Clean Cozy Fresh Lux House Near Downtown!,311877208,Sam,,Mid-City,29.96463,-90.09595,Entire home/apt,106,1,14,2024-07-29,1.57,2,358,14,"21-CSTR-02561, 21-OSTR-12387"
52632095,Lovely loft steps to Bourbon Street,95683904,Brad,,Central Business District,29.95189,-90.07092,Entire home/apt,81,2,96,2024-09-02,2.74,24,103,45,"20CSTR-18447, 20-OSTR-00047"
427928,3 Blocks to Jazz Fest! Big Beautiful Best!,2103275,NOLA Festivals,,Fairgrounds,29.98149,-90.07425,Entire home/apt,,30,146,2020-02-24,1.03,2,365,0,Exempt
10016395,Welcome! Victorian home in awesome neighborhood!,4679945,Ian,,Mid-City,29.97463,-90.09737,Entire home/apt,146,3,161,2024-07-08,1.53,1,18,9,"19STR-19456, 20-ostr-0012"
20439669,Circa 1895 House In Thriving Historic District!,145866474,Thomas & Kevin,,Mid-City,29.97019,-90.10312,Entire home/apt,114,3,253,2024-08-02,2.96,1,75,31,"23-NSTR-14908, 24-OSTR-04874"
49226921,Cool Modern Condo in Best Location,95683904,Brad,,Central Business District,29.94967,-90.072,Entire home/apt,106,3,112,2024-08-28,2.80,24,144,36,"21-CSTR-09618, 20OSTR-00047"
1238442626320983808,South Market District Gem – Walk to Superdome & FQ,545764469,Little,,Central Business District,29.945471638659075,-90.07515863120378,Entire home/apt,297,1,0,,,75,114,0,24-XSTR-17190
29992391,Comfortable Room on St Charles Ave Streetcar Line,162593725,Jaye,,Audubon,29.93857,-90.12659,Private room,90,1,57,2024-04-13,0.81,4,350,10,"23NSTR18311, 24-OSTR-07058"
955018564074338066,Stay in the heart of The Big Easy! Pets Allowed!,501999514,RoomPicks,,Central Business District,29.95366,-90.07344,Entire home/apt,180,1,29,2024-07-30,4.26,72,299,29,23-XSTR-12345
53731666,Bright Victorian House w Heated Pool 6br|4ba,232296790,Michael And Marcia,,Central City,29.94109,-90.07696,Entire home/apt,374,2,84,2024-08-25,2.55,22,227,19,"21CSTR-13427, 21OSTR-30075"
751345827590123591,Roami at Bourbon Place | 1 Block to Bourbon St.,484454783,Roami,,Central Business District,29.953314,-90.070776,Entire home/apt,74,1,355,2024-08-26,7.09,3,360,11,24-XSTR-02228
2695902,"""Delille"" Studio - Steps to French Qtr",13582442,Steve & Melissa,,Seventh Ward,29.96793,-90.06357,Entire home/apt,,30,194,2024-05-28,1.61,1,0,3,
28201416,The Bienville | Timeless New Orleans Charm,4798332,Leah Helen,,Seventh Ward,29.97342,-90.06983,Entire home/apt,58,2,322,2024-08-19,4.47,3,196,47,"17STR-18263, 20-OSTR-1395"
1179264032136991329,Beautiful & Spacious W/View/Gym/ & Pool N Quater,570897863,Sherryl,,Central Business District,29.95422,-90.0715,Entire home/apt,80,1,12,2024-09-02,4.93,26,273,12,23-XSTR-21621
1020401397257314228,The Jazz House is steps away from French Quarter!,223869591,Lanard,,Seventh Ward,29.97021,-90.06273,Entire home/apt,275,2,6,2024-07-07,0.72,1,78,6,"21-RSTR-08902, 21OSTR-06903"
714268853764683425,La Pension - 1 Bedroom Suite,475537750,Austin,,Central Business District,29.9524286363326,-90.0669495655776,Private room,113,1,2,2022-09-05,0.07,14,295,0,23-XSTR-26580
618929421623888601,City Park/Bayou St.John Remodeled Duplex-Sleeps 6,52328607,Anice,,Mid-City,29.97701,-90.0944,Entire home/apt,193,3,63,2024-06-23,2.22,1,226,18,"22-CSTR-01323, 22-OSTR-01383"
742699588816145212,Historic 1 Bed 15 minute drive to French Quarter,484412764,Historic,,Viavant - Venetian Isles,30.0096,-90.01503,Entire home/apt,114,30,5,2024-05-07,0.23,5,359,2,Exempt
707888277219231409,La Belle Maison Resort | Studio Taylor Swift!,442029804,Live Suite,,Central Business District,29.95002,-90.06724,Entire home/apt,140,30,0,,,40,318,0,Exempt
28975170,"Rare French Quarter 3BR, 3.5BA w/Roof Terrace!",218396384,Al,,French Quarter,29.95962,-90.068817,Entire home/apt,857,2,59,2024-08-13,0.82,1,241,8,"22CSTR-13701, 19-OSTR-70219"
831282705953201515,Cozy King Bed in French Quarters,502027896,Sunshyne,,French Quarter,29.956400670724925,-90.07030462889219,Entire home/apt,85,1,57,2024-08-11,3.16,2,55,39,23-XSTR-21515
1115901420486730805,Retreat in the Heart of the City,481675164,David,,Treme - Lafitte,29.97244990115014,-90.07304813129151,Entire home/apt,285,30,4,2024-04-21,0.73,2,89,4,"24NStr-73335, 20Ostr-33424"
9926654,Large & Trendy Airbnb near the French Quarter,39839266,New Orleans Properties,,French Quarter,29.96534,-90.06398,Entire home/apt,,2,181,2024-01-02,1.71,9,0,2,"21STR-25894, 21-OSTR-08565"
573689232653273437,"NOLA Mid-City Princess, Hop on Hop off Streetcar!",167921411,Vacation Nola Rentals,,Mid-City,29.97005,-90.09072,Entire home/apt,141,3,51,2024-09-02,1.71,38,159,23,"23-NSTR-13798, 23-OSTR-09365"
914407,Parks-Bowman Mansion: The Red Room,4795675,Adrienne,,Garden District,29.92956,-90.08393,Private room,95,1,651,2024-08-18,4.65,3,322,46,23-XSTR-21481
34467496,Unique & artfully designed home w/luxury comfort,96611884,Liz,,Central City,29.93904,-90.0822,Entire home/apt,100,4,6,2024-05-20,1.05,1,26,6,"19STR-19409, 20-OSTR-19409"
20393534,Quiet French Quarter Retreat with Covered Balcony,36545272,Ben,,French Quarter,29.95985,-90.06539,Entire home/apt,298,30,112,2023-11-07,1.38,3,269,3,Exempt
10153542,Charming Uptown Community Center Apt.,52112388,N-Community,,Leonidas,29.95669,-90.12714,Entire home/apt,,30,16,2020-02-26,0.17,1,0,0,19STR-05038
960703441250858235,Unlock an Extra Night for FREE with a 7-Night Stay,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,251,1,28,2024-07-23,2.26,71,325,27,24-XSTR-08058
1238442669908164346,Newly Furnished Suite – Close to All NOLA Hotspots,545764469,Little,,Central Business District,29.94418557716489,-90.07467793245739,Entire home/apt,312,30,0,,,75,123,0,24-XSTR-17190
32495679,Balcony Sweet at Maison Mouledous,171033878,Lori,,Uptown,29.92762,-90.10635,Entire home/apt,110,30,75,2023-06-11,1.12,3,89,0,"20STR-00182, 20-OSTR-0181"
32981990,Stylish Shotgun - Easy Living in Central Location,146044379,Ray,,Mid-City,29.97068,-90.09014,Entire home/apt,86,1,272,2024-07-17,4.49,1,25,28,"19STR-12566, 19-OSTR-0000"
51815675,Historical Lower Garden District Home,110887182,Stay Redamo Vacation Rentals,,Lower Garden District,29.93268,-90.07583,Entire home/apt,364,30,33,2024-09-01,1.17,9,122,30,"22-RSTR-23853, 22-OSTR-83473"
39576514,"Ponce Place, Corner & Private, Fairgounds area.",304085755,Judith,,Fairgrounds,29.97953,-90.07858,Private room,55,1,152,2024-07-10,2.58,1,303,33,"20STR-01527, 19-OSTR-0000"
695494583968856104,Historic Art District Apt. | Walkable to Museums,237082601,Ashley,,Central Business District,29.944940684649392,-90.07498862415447,Entire home/apt,88,2,61,2024-08-19,2.50,4,192,28,"21-CSTR-12233, 22-OSTR-08383"
752146680399056245,Roami at Motorworks | 2-Story |1 Bed | Superdome,482625844,Roami,,Central Business District,29.9457,-90.07511,Entire home/apt,74,1,112,2024-08-11,2.47,6,356,23,24-XSTR-02231
1192324086874649304,Luxury Hideaway in New Orleans,562788766,Brittanie,,Central Business District,29.9485608,-90.07342229999999,Entire home/apt,280,3,0,,,16,326,0,
1019614017705150255,"Spacious Penthouse Condo | FQ, Superdome, Grocery",544722946,My NOLA Vacation Rentals,,Central Business District,29.9485608,-90.07342229999999,Entire home/apt,384,3,1,2024-05-07,0.25,43,318,1,24-XSTR-08024
891235152103907974,Chilly Gentilly,64365837,Mike,,Gentilly Terrace,30.002865860278153,-90.04604221258161,Entire home/apt,79,3,49,2024-09-02,3.10,64,351,42,"22-RSTR-32847, 21-OSTR-57741"
557102011033699092,Cozy Condo 5-minute Walk to Bourbon Street,442915263,Hosteeva California Building,,Central Business District,29.95413,-90.07452,Entire home/apt,146,1,39,2024-07-23,1.38,71,345,23,24-XSTR-08058
979068597590623242,Modern meets Historic Luxury French Quarter Home,252670985,Andrew,,French Quarter,29.96131,-90.06409,Entire home/apt,149,30,12,2024-08-11,1.25,4,255,12,23-XSTR-00000
6032377,Short stop in the Marigny,31111321,Beverly,,Seventh Ward,29.9691632,-90.0592119,Private room,75,2,9,2024-05-27,1.26,7,247,9,"20RSTR-61588, 20-OSTR-61580"
722477607608217353,Sparkling 2BR Presidential Suite Taylor Swift!,480237365,LiveSuites,,Central Business District,29.9509319,-90.06785479999999,Entire home/apt,448,30,0,,,15,278,0,Exempt
2203814,Watson Suite - Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96693,-90.06847,Entire home/apt,85,30,68,2017-10-30,0.54,5,365,0,
2748663,A place with Character,401501,Yera,,Lower Garden District,29.93369,-90.07723,Private room,,30,96,2020-01-15,0.76,1,87,0,
558428989814586737,Spacious Townhouse Near French Quarter,442921771,Hosteeva Bienville Villas,,Mid-City,29.97505,-90.09678,Entire home/apt,268,1,60,2024-08-04,2.00,19,321,28,"22-CSTR-19200, 20-OSTR-00670"
559119939153274029,Hosteeva | 2BR Cottage on Carondelet,442930669,Hosteeva Residences Du Carondelet,,Central City,29.93938,-90.07726,Entire home/apt,116,1,28,2024-08-19,0.93,10,294,16,"20-CSTR-30573, 20-OSTR-00670"
31150745,Apartment in Heritage Building with Front Terrace,11372242,Thiamanti,,Central City,29.94044,-90.07348,Entire home/apt,116,2,183,2024-07-28,2.65,30,46,18,"19-CSTR-70335, 19-OSTR-70333"
6025456,Comfort and Style  awaits,31111321,Beverly,,Seventh Ward,29.97038,-90.05848,Entire home/apt,175,30,142,2022-03-09,1.25,7,336,0,
546357991876481796,"Steps to Frenchmen Street, 2 Bedroom 2Ba Home",1350940,Kay,,Marigny,29.96323551595008,-90.05882801710838,Entire home/apt,170,3,11,2024-08-10,0.74,11,290,10,"21-CSTR-13985, 20-OSTR-01608"
2226543,Historic Home|Heart of Mid-City| French Quarter,11362234,Isaac,,Tulane - Gravier,29.96304,-90.07953,Entire home/apt,189,1,215,2024-07-28,1.68,10,357,11,"22-CSTR-19616, 22-OSTR-10408"
1164814710508453711,Modern Uptown Camelback in Black,23634029,Janina,,West Riverside,29.916813595944536,-90.10205578002564,Entire home/apt,144,30,0,,,1,88,0,
683297495015052096,Cheerful 3 bedroom home - longterm rental- 30 days,472558321,Samantha,,Little Woods,30.0405903,-89.99309629999999,Private room,99,30,0,,,1,358,0,
11343858,Muse in the Lower Garden,59389003,Derek,,Lower Garden District,29.93354,-90.07523,Entire home/apt,97,2,212,2024-08-17,2.07,1,120,24,"20STR-00941, 19-OSTR-0000"
16854476,Uptown Fontainebleu Home | 5 minutes to Superdome,112258444,Christopher,,Marlyville - Fontainbleau,29.95569,-90.10565,Entire home/apt,92,2,200,2024-08-05,2.16,1,194,30,"23-NSTR-17424, 24-OSTR-03225"
851348753042253570,Family Break! City Base near Lafayette Square,501999514,RoomPicks,,Central Business District,29.95500833806531,-90.07485925487491,Entire home/apt,230,1,5,2024-03-24,0.48,72,292,5,23-XSTR-12345
714271123585157902,La Pension - 1 Bedroom Suite,475537750,Austin,,Central Business District,29.9524286363326,-90.0669495655776,Private room,113,1,1,2022-04-05,0.03,14,295,0,23-XSTR-26580
21634865,⚜️Spacious 4 bedroom gem⚜️,51825422,Cleila,,Seventh Ward,29.9742,-90.06634,Entire home/apt,399,2,167,2024-08-18,2.04,3,325,17,"19CSTR-27487, 19OSTR-27481"
48329654,Sleek Historic Southern Condo | 5 min to FQ,314495800,Patrick,,Central Business District,29.9501635,-90.0673229,Entire home/apt,499,1,98,2024-07-20,2.36,3,298,24,"22-CSTR-20957, 22-OSTR-20810"
1171089445677114696,Fresh + Clean + Walk Everywhere!,28711795,Alice & Scott,,Central Business District,29.9481726,-90.07338100000001,Entire home/apt,127,1,9,2024-08-26,3.25,16,247,9,"22-CSTR-09850, 23-OSTR-20727"
53737540,Perfect for Large Groups-Blocks to the Quarter!,58182966,Megan,,Seventh Ward,29.96906089782715,-90.06333923339844,Entire home/apt,315,2,129,2024-08-25,3.93,3,274,43,"21CSTR-17606, 22-OSTR-09624"
23339762,Modern and Colorful Home in the Heart of Mid City,71216954,Tish,,Mid-City,29.9706,-90.10236,Entire home/apt,425,30,40,2023-09-16,1.06,3,247,1,"21-RSTR-06766, 23-OSTR-12109"
707890009738735371,La Belle Maison Resort|1BR Suite Taylor Swift!,442029804,Live Suite,,Central Business District,29.9513,-90.06694,Entire home/apt,160,30,0,,,40,324,0,Exempt
18057923,Half of The Okra Inn Iberville (4017),2707644,Lindsay,,Mid-City,29.975128173828125,-90.09891510009766,Entire home/apt,154,1,76,2024-08-30,1.33,15,33,23,"21-CSTR-08131, 20-OSTR-02677"
963798078171568827,Lola’s Palace,233549899,Bruce,,Whitney,29.9457818,-90.0411266,Entire home/apt,67,30,0,,,1,267,0,"22-RSTR-12869, 22-OSTR-12864"
908231,Spacious Broadmoor Townhome- Central to Everything,4866349,Dawn,,Broadmoor,29.95201,-90.10369,Entire home/apt,346,3,55,2024-04-14,0.52,1,312,6,"21-RSTR-11877, 20-OSTR-11879"
1024668094053934199,"Spacious Penthouse Condo | FQ, Superdome, Grocery",544722946,My NOLA Vacation Rentals,,Central Business District,29.9485608,-90.0734223,Entire home/apt,481,2,1,2024-03-15,0.17,43,300,1,24-XSTR-08024
16839507,Beautiful Private Suite Walk to French Quarter!,339273806,Christopher,,Treme - Lafitte,29.96788,-90.06824,Private room,96,1,241,2024-07-09,2.66,7,23,34,"22-RSTR-16812, 22-OSTR-16813"
16467654,Updated Modern Condo | Minutes from French Quarter,349162641,David,,Marigny,29.96642,-90.06259,Entire home/apt,91,2,328,2024-08-19,3.53,55,177,42,"22-CSTR-19550, 22-OSTR-08383"
930397021327229027,Cozy Boho Cottage,82399757,Ashley,,Mcdonogh,29.94401,-90.05028,Entire home/apt,55,30,0,,,1,107,0,
2866832,New Orleans one bedroom unit,103427,Jacqueline M,,Lower Garden District,29.934,-90.07919,Entire home/apt,,30,1,2015-01-02,0.01,2,180,0,Exempt
53380905,Marigny Gem: Walk to the Quarter,47699184,Rachel,,Bywater,29.964212617155166,-90.04618908221762,Entire home/apt,91,1,103,2024-08-13,5.69,1,122,63,"22-RSTR-02014, 22-OSTR-02468"
32567242,Lower Garden District Boutique 22,11372242,Thiamanti,,Central City,29.93735,-90.07494,Entire home/apt,58,30,105,2024-08-16,1.57,30,149,4,Exempt
1192507529825310064,Tasteful Condo near Canal Street,585802778,Tigran,,Central Business District,29.95499,-90.074063,Entire home/apt,92,1,1,2024-08-20,1,61,216,1,24-XSTR-08058
680511595315831416,Relaxing & Spacious 2Bedroom home!,471868145,Courtney,,Central City,29.93886,-90.08693,Entire home/apt,112,2,30,2024-07-07,1.33,2,53,18,"22rstr-22252, 20ostr-22251"
754183833452721433,REEL LUCKY Lakefront home 30 min to French Quarter,253272230,Cj,,Lake Catherine,30.13581,-89.75646,Entire home/apt,250,3,32,2024-07-19,1.56,1,296,14,"22-CSTR-21354, 22-OSTR-20340"
1048045585851395318,Faubourg Delassize Gated Apt 1A,551287603,Renee,,Milan,29.93507,-90.09348,Entire home/apt,156,2,11,2024-07-28,1.64,7,255,11,"23RSTR-33654, 23OSTR-46956"
2811767,The Okra Inn Master II: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.97414,-90.09828,Private room,,1,138,2021-09-23,1.30,15,0,0,"21-CSTR-08131, 20-OSTR-02677"
10194524,1 Bdrm Vibrant NOLA Experience,5634859,Sally,,Central City,29.93515,-90.08105,Entire home/apt,,30,1,2016-01-03,0.01,1,362,0,Exempt
1232773670391257347,Waterfront Home in New Orleans,420866682,Sharon,,Lake Catherine,30.1449401,-89.7456457,Entire home/apt,207,2,0,,,1,162,0,"22-CSTR-19121, 23-OSTR-19121"
1187736751093644611,Gator's Den Garden Apartment,60668098,Jim,,Milan,29.93432,-90.09809,Entire home/apt,109,1,4,2024-09-01,1.97,1,45,4,"23-NSTR-25478, 23-OSTR-25478"
1148109291920898998,Ritzy Historic 2bd-2bth Duplex,529561831,Jhada,,Seventh Ward,29.973278846767375,-90.06244413978487,Entire home/apt,150,30,0,,,1,89,0,
15818208,"Outstanding Spacious 2BDR, Historic Safe Area",51624732,Jannette,,Marlyville - Fontainbleau,29.95499,-90.11831,Entire home/apt,261,3,47,2024-07-27,0.49,2,265,4,"23-NSTR-17677, 24-OSTR-03106"
20634333,Waterfront New Orleans Home w/ Private Dock & Pier,122380652,Evolve,,Lake Catherine,30.13979,-89.7533,Entire home/apt,184,2,37,2024-07-28,0.48,24,343,14,"22-CSTR-20433, 22-OSTR-20184"
49128233,Sonder at The Vitascope | Superior 2BR Apartment,218602737,Sonder (New Orleans),,Central Business District,29.95416,-90.06971,Entire home/apt,160,1,768,2024-08-14,18.63,30,296,210,21-XSTR-00610
1226874024155467791,Elegant Penthouse in New Orleans,562788766,Brittanie,,Central Business District,29.9485608,-90.07342229999999,Entire home/apt,680,3,0,,,16,311,0,
1049462257588848128,"8 min Uber Concerts, Saints, Bronner Bros Show",66828082,Charlene E,,Dillard,29.9927737,-90.0709899,Entire home/apt,90,3,7,2024-07-07,0.85,2,119,7,"19STR-25039, 20-ostr-07031"
32872762,Columbus Creole Cottage,69205813,Mecca,,Seventh Ward,29.97385,-90.06878,Entire home/apt,200,1,77,2024-09-01,1.16,1,168,7,"20str-02213, 20-ostr-02212"
1054153583566651972,Leisurely Urban 2BR Escape Condo with Balcony,550629322,The Pelican,,Central Business District,29.94796,-90.06582,Entire home/apt,186,1,32,2024-07-23,4.49,44,343,32,24-XSTR-08071
914581,Parks-Bowman Mansion: The Haunted Bedroom,4795675,Adrienne,,Garden District,29.92928,-90.08214,Private room,95,1,572,2024-08-18,4.08,3,291,39,23-XSTR-21481
2976398,The Vivien House - Beautiful Historic Home,15181286,Chita,,Marigny,29.967350006103516,-90.05603790283203,Entire home/apt,,30,41,2022-07-31,0.33,1,0,0,
1213012288840534224,Nitey Nite Inn - Room #4,5649317,Scott,,Seventh Ward,29.97183,-90.05852,Private room,79,3,0,,,8,61,0,21-xstr-10996
5012520,Live Like a Local in Historic Treme! Walk2Quarter,1675483,Lisa,,Treme - Lafitte,29.96808,-90.07118,Entire home/apt,100,2,224,2024-08-19,1.92,1,40,36,"21-RSTR-19152, 21-OSTR-20550"
21398504,"Newly Renovated, MidCity Gem in the Heart of Nola!",112752255,Andree,,Mid-City,29.96894,-90.09948,Entire home/apt,147,2,360,2024-08-25,4.32,2,131,43,"20-RSTR-26896, 21-OSTR-11638"
