id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
970324090541593163,Comfort in Bywater,56212513,Amanda,,St. Claude,29.966210789450166,-90.04105681479123,Entire home/apt,83,30,3,2024-05-06,0.41,1,82,3,
768293169006662066,Cozy and Comfortable,136665450,Joshua,,St. Claude,29.97238,-90.04232,Private room,180,30,0,,,1,365,0,
1069600842896440330,"Tons of Space,10 Beds,3 1/2 Bath",556686789,Joe,,Algiers Point,29.953002523700437,-90.05066885162296,Entire home/apt,638,1,3,2024-07-06,0.45,1,111,3,"23rstr-02500, 23ostr-01343"
23588926,Superdome Lux Home,55472287,Kamiah,,Central City,29.9429037,-90.0905238,Entire home/apt,350,3,6,2024-05-06,0.27,1,159,2,"22-RSTR-06703, 22-OSTR-08948"
12111787,Historic Courtyard Cabana New Orleans,54478905,Kevin,,Algiers Point,29.95094,-90.04944,Entire home/apt,90,30,52,2024-02-18,1.05,2,64,2,"20-RSTR-2157, 20-OSTR-21576"
1025530407732903532,Constance Lofts by Black Swan - Spacious Loft,541716509,Black,,Lower Garden District,29.94156,-90.06966,Entire home/apt,78,1,15,2024-07-31,1.57,23,301,15,"22-CSTR-19166, 22-OSTR-19166"
879697241554743983,Big Blue Manor,146916627,Elise,,Mcdonogh,29.947409025944925,-90.048980710226,Entire home/apt,120,30,0,,,1,365,0,
1174658757515952615,Historic Hideaway Near FrenchmanSt French Quarter,71301206,Carolina,,Marigny,29.963296906187978,-90.05509547235201,Entire home/apt,77,3,8,2024-08-24,3.69,1,122,8,"23-NSTR-18660, 22-OSTR-20045"
858141479145938323,Shot of Bourbon #3,502380974,Josh,,French Quarter,29.96007154385784,-90.06421822129305,Entire home/apt,457,30,0,,,3,365,0,
31960088,Charles'TremeGetawayLic22-CSTR-14021/24-OSTR-03067,167243460,Kim,,Treme - Lafitte,29.963823318481445,-90.07306671142578,Entire home/apt,110,3,100,2024-09-02,1.48,6,246,3,"22CSTR-14021, 24-OSTR-03067"
1194942369111375230,Cozy king bed with vanity & TV,103116785,Bethany,,Gentilly Terrace,29.99716229278342,-90.04709155296115,Private room,83,30,0,,,1,269,0,
49775935,Tremé Treasure! Easy Walk to French Quarter!,62166593,Kayla,,Seventh Ward,29.97084,-90.0706,Private room,70,1,148,2024-07-07,3.87,4,62,27,"19STR-01538, 19-OSTR-01291"
4455851,Treme Getaway,6753577,Jo,,Treme - Lafitte,29.96459,-90.06646,Entire home/apt,150,30,177,2022-02-19,1.48,2,180,0,"17STR-00051, 17-OSTR-00010"
13476682,WorldMark NOLA One-Bedroom Condo Sleeps 4!,10595328,Fred,,Central City,29.93574,-90.08048,Entire home/apt,,30,0,,,2,0,0,
822806367781970192,Luxury Bay Window View Canal Street P43,495761397,Southern,,Central Business District,29.95136160069682,-90.06819247139207,Entire home/apt,97,2,8,2024-04-21,0.45,32,365,6,"21-CSTR-10196, 20OSTR-15713"
1176743779315403605,Huge studio space!,582857325,Natalie,,Tall Timbers - Brechtel,29.9016521,-89.9963262,Entire home/apt,92,32,0,,,1,88,0,
21310652,A reasonably priced room,121736410,Herman,,Pines Village,30.02604,-90.01749,Private room,65,30,82,2019-07-07,0.98,2,365,0,
46429157,"Safe, Quiet Lakefront Neighborhood Master Bedroom",375636740,Eric,,Lakeshore - Lake Vista,30.02075,-90.09393,Private room,42,31,6,2022-11-03,0.14,3,177,0,
40134200,Enjoy Two Levels of Accommodations I Two Balconies,293742020,New Orleans Luxury,,Central Business District,29.94669,-90.06505,Entire home/apt,181,1,32,2024-07-13,0.58,41,331,7,"19STR-17024, 19-OSTR-00330"
919071271740893171,Cozy Courtyard,505850019,Alycia,,French Quarter,29.960440036212205,-90.0611944602601,Entire home/apt,95,30,1,2024-02-24,0.15,2,234,1,
789121067923311815,Cajun Extended Stay Getaway!,492618767,James,,Broadmoor,29.94449330893321,-90.10726973484934,Entire home/apt,80,30,0,,,1,364,0,
4394146,Ma Maison Marigny Boho Paradise off the French Qtr,12151150,James,,Bywater,29.96785,-90.05006,Entire home/apt,114,2,318,2024-09-02,2.67,1,328,59,"19STR-06292, 20-OSTR-0435"
49728335,Suite Escape - Suite Dreams,110874257,Minnie,,Gentilly Terrace,29.9969229303317,-90.05385664182236,Entire home/apt,80,30,2,2024-08-17,0.27,1,147,2,
762383293568267998,Frenchmen King Balcony,143588592,Royal Frenchmen,,Marigny,29.96469089999999,-90.05800040000001,Private room,250,30,0,,,2,364,0,Exempt
1165886129725883726,Glam Near Downtown-5 Bdrm W/Pool,579932614,Joseph,,Mid-City,29.96623,-90.09977,Entire home/apt,254,1,7,2024-08-04,3.00,1,104,7,"23-CSTR-05998, 23-OSTR-05974"
760687775584917545,Beautiful Allen Toussaint Earhart Duplex,104714221,Angelica,,Gert Town,29.95593006475621,-90.10103300064014,Entire home/apt,280,1,9,2024-05-04,0.44,1,174,4,"22-CSTR-16607, 22OSTR-19369"
1006354092890392798,Stylish Carondelet Studio | Near Superdome,349162641,David,,Central Business District,29.95005,-90.07069,Entire home/apt,91,2,51,2024-09-02,4.80,55,155,51,"23-CSTR-05389, 22-OSTR-08383"
42603604,#3 Pri. Bed.Near FrenchQuarter & Bourbon St,334139686,Abelardo,,St.  Anthony,30.0217,-90.06597,Private room,109,30,64,2024-04-30,1.17,3,360,9,"20STR-02882, 20-OSTR-2881"
891808275669734872,Canal Express Studio 101,442922842,Canal Express Studios,,Mid-City,29.97724,-90.10361,Private room,67,1,7,2024-08-05,0.46,15,283,6,23-XSTR-13193
6769108,Trendy Loft Style Apartment Steps from the French Quarter,30380474,Kitty,,Central Business District,29.95133,-90.07226,Entire home/apt,143,3,178,2024-07-08,1.59,2,34,22,"20CSTR-28172, 20-OSTR-0047"
1074308715064210722,Pelican's Perfection: 4BR NOLA Oasis,550629322,The Pelican,,Central Business District,29.947743875497547,-90.06558220693371,Entire home/apt,289,1,1,2024-07-12,0.54,44,233,1,24-XSTR-08071
24171602,"""605"" Front Balcony on St. Charles",305476109,Paula,,Central City,29.93413,-90.08353,Entire home/apt,98,3,86,2024-08-25,1.10,5,87,31,23-XSTR-12345
16350475,Studio with Garden and Balcony near French Quarter,107060371,Stephanie,,St. Roch,29.98778,-90.06519,Entire home/apt,100,30,362,2020-02-24,3.90,1,83,0,
1036212551104864106,Central Condos at The Moderne | Balcony,276892829,Heirloom,,Central Business District,29.94639,-90.07316,Entire home/apt,493,1,19,2024-08-18,3.17,50,332,19,23-XSTR-21437
1196420319307372788,888 | Rooftop Pool | 4 Bed Combo,545764469,Little,,Central Business District,29.945644902649942,-90.07308448788817,Entire home/apt,390,1,1,2024-07-28,0.75,75,114,1,24-XSTR-17190
52027721,Queen Room,421293073,International House,,Central Business District,29.95011,-90.07001,Private room,143,30,30,2024-04-28,0.89,1,346,2,Exempt
871881186777873978,Traditional NOLA Home,510539873,Frank,,Central City,29.93966,-90.08934,Entire home/apt,211,2,2,2024-02-14,0.24,2,360,2,"20RSTR-56789, 20-ostr-35684"
1218307190815146231,Steps from Dome –Modern Suite in Historic Building,545764469,Little,,Central Business District,29.9443,-90.07316,Entire home/apt,219,1,0,,,75,115,0,24-XSTR-17190
25278933,Beautiful Downtown Condo w/Dramatic City Views,90876851,Baronnestreetproperties,,Central Business District,29.94624,-90.07567,Entire home/apt,152,1,218,2024-08-19,2.90,8,323,34,"18str-19120, 20-OSTR-12345"
40972294,Cozy one bedroom FrenchQuarter Style Space Bywater,237365610,Kdot,,Lower Ninth Ward,29.96343,-90.01767,Private room,105,2,1,2020-02-26,0.02,2,357,0,"19STR-70067, 19-OSTR-7068"
42309887,Villeré Historic Mansion,2019341,Historic Getaways,,Treme - Lafitte,29.96553,-90.0683,Private room,342,3,102,2024-06-17,1.85,24,271,19,23-XSTR-01307
995146840444895116,Treme Beauty: 3BR/2BA,56243285,Gabriel And Cicely,,Seventh Ward,29.970025754902046,-90.06582130568614,Entire home/apt,183,1,7,2024-08-12,1.21,2,226,7,"22-CSTR-20825, 22-OSTR-20821"
34676729,TWO Connecting Condos! 5 King beds! 4 Bdrm/4 Bath!,95683904,Brad,,Central Business District,29.94817352294922,-90.07337951660156,Entire home/apt,457,2,67,2024-09-02,1.06,24,109,11,"21-CSTR-06068, 21-OSTR-17691"
2550805,Private Colorful Suite in Marigny- Near Frenchmen,13059899,Asia,,Marigny,29.96282,-90.05681,Entire home/apt,166,30,407,2024-07-14,3.38,7,123,29,23-XSTR-21272
816667985636650599,Charming & Spacious French Quarter w/ 2 Balconies!,370734277,Rare Space,,Marigny,29.96243,-90.05807,Entire home/apt,131,30,17,2024-05-26,1.76,15,365,17,23-XSTR-12345
535950140469337135,*Directly on Bourbon Street* Historic Guest House,367991805,Ac,,French Quarter,29.95929657952805,-90.0652475305577,Entire home/apt,90,30,99,2024-06-30,3.07,5,194,35,Exempt
1110305078669804784,Quiet 1 bedroom with easy access to interstate!,64823547,Brenna And Nick,,Gentilly Terrace,30.0015255,-90.0493367,Entire home/apt,41,30,1,2024-08-31,1,85,208,1,
1230074959401385622,Striking View By French Quarter,570897863,Sherryl,,Central Business District,29.95333713557184,-90.07247898727655,Entire home/apt,86,1,0,,,26,88,0,23-xstr-21621
1015300489397505568,Constance Lofts by Black Swan - ADA Two-Bedroom,541716509,Black,,Lower Garden District,29.94156,-90.06966,Entire home/apt,84,1,4,2024-02-11,0.39,23,344,4,"22-CSTR-19084, 22-OSTR-19084"
570084328853230076,Gorgeous condo in Merchant Lofts by Hosteeva,442912126,Tigran,,Central Business District,29.95057,-90.06667,Entire home/apt,89,1,18,2024-07-17,0.59,36,294,3,23-XSTR-13184
1202354066752808745,In The Middle of Everything,89406256,Ryan,,Mid-City,29.972288964983242,-90.10590494712447,Entire home/apt,100,30,0,,,1,365,0,
994830724299649734,Modern 4BR townhouse 10 Min to FQ!,442920751,Hosteeva Vacations,,Mid-City,29.974232,-90.09577,Entire home/apt,259,1,23,2024-08-29,2.16,6,301,23,"22-CSTR-19240, 20-OSTR-00670"
1186406599210732236,Lovely Upper Apartment,20577262,Xelaju,,Lower Garden District,29.9299595,-90.07745609999999,Entire home/apt,60,30,0,,,3,304,0,
581797094090549852,Cheerful 4-bedroom home,209817852,Alena,,Lower Ninth Ward,29.96927,-90.00099,Entire home/apt,150,30,13,2024-03-24,0.47,1,145,9,
642940365699492782,Casa de Marigny-entire private home,128564237,Kelly,,Marigny,29.96621370994485,-90.06156178413084,Entire home/apt,179,30,8,2024-07-20,0.36,2,195,5,
1110825713630496487,Seven Thousand square foot home.,532282002,Michael Scott,,Lakeshore - Lake Vista,30.0208673,-90.1001869,Private room,199,30,0,,,1,89,0,15-XSTR-05178
36078284,Charming Gem Steps to Ferry & French Quarter!,120565906,Jenee,,Algiers Point,29.95403,-90.05301,Entire home/apt,88,3,225,2024-09-02,3.57,1,58,53,"23-NSTR-16168, 23-OSTR-16158"
49127439,Spacious 2 Bdrm in the Old Edison Phonograph Bldg,4332273,Courtney,,Central Business District,29.95184,-90.06992,Entire home/apt,150,30,4,2023-06-24,0.10,1,89,0,
568087179386909752,Spacious Loft Close to French Quarter,442912126,Tigran,,Central Business District,29.95094,-90.06888,Entire home/apt,84,1,61,2024-08-20,2.09,36,342,35,23-XSTR-13184
20475890,Marigny Creole Cottage,1218883,Dana,,Marigny,29.96791,-90.06077,Private room,139,3,177,2024-07-08,2.11,1,56,12,"19STR-05031, 19-OSTR-0000"
33689502,Louisiana Plantation Themed Historical Apartment,242734844,Mark & Gina,,Central City,29.93881843972303,-90.07307990144164,Entire home/apt,175,3,18,2024-03-22,0.28,3,80,4,"19STR-02793, 19-OSTR-0000"
894035455543630765,Historic Mid-City Shotgun | Minutes to Superdome,349162641,David,,Mid-City,29.963263868917085,-90.09355419319007,Entire home/apt,90,2,36,2024-09-02,2.32,55,190,31,"21-CSTR-19541, 22-OSTR-14687"
47827848,Garden District NOLA Living at its best!,95905119,MySouthernComfort,,Central City,29.93885,-90.07534,Entire home/apt,682,30,11,2022-08-28,0.31,14,365,0,"20-CSTR-27447, 20-OSTR-00670"
5755696,Steps to French Quarter & Frenchmen,3520528,Byron,,Seventh Ward,29.9706,-90.06125,Entire home/apt,,2,281,2021-02-27,2.47,1,0,0,"19STR-21313, 20-OSTR-00000"
558541457493516910,Stylish 4BR Townhouse Close to Shops & Restaurants,442921771,Hosteeva Bienville Villas,,Mid-City,29.9749,-90.09504,Entire home/apt,288,1,17,2024-09-02,0.60,19,349,9,"22-CSTR-19197, 20-OSTR-00670"
640704275404804596,"4 Bedroom, pool, outdoor kitchen with half bath.",447961081,Dedra,,Read Blvd East,30.03473237373368,-89.95054993607354,Entire home/apt,642,30,3,2023-07-03,0.16,2,365,0,"22-RSTR-16640, 22-OSTR-17753"
53576765,"Irish Channel Villa | Parking, Close to Superdome",9850654,Alexander,,Irish Channel,29.92164,-90.07611,Entire home/apt,94,2,133,2024-09-02,5.16,1,180,63,"23-NSTR-17599, 23-OSTR-17550"
854587056454507149,Endless Story Magazine Suite Walk French Quarter,339273806,Christopher,,Seventh Ward,29.967656163353293,-90.06520315657335,Private room,75,1,22,2024-06-27,1.35,7,55,15,"20-CSTR-31798, 21-OSTR-03985"
35236857,Just steps away from the iconic Bourbon St!,261557889,Erroll,,Tulane - Gravier,29.96234,-90.08006,Entire home/apt,122,2,59,2024-04-15,0.92,4,53,5,"19STR-27033, 19-ostr-0000"
10966938,Charming 3 BR Mid-City Craftsman,48528732,Socea & Brian,,Mid-City,29.97506,-90.1081,Entire home/apt,,30,3,2016-10-31,0.03,1,0,0,
1218965955924592672,Deco-Meets-70s Vibe Stay | Business District. Bar,593404848,Fatima,,Central Business District,29.95314,-90.07328,Entire home/apt,182,1,0,,,4,181,0,23-XSTR-10049
557851949969846900,Modern 4BR Townhouse in Bienville Villas,442921771,Hosteeva Bienville Villas,,Mid-City,29.97363,-90.09679,Entire home/apt,288,1,67,2024-07-31,2.23,19,321,21,"22-CSTR-19234, 20-OSTR-00670"
781747343981762171,The Angelique - 60 Day Min. Rental,491330662,Amy,,French Quarter,29.95567,-90.06512,Entire home/apt,160,60,0,,,15,362,0,
1232180762248377028,Vivid View W/Gym/Pool & Quarter,570897863,Sherryl,,Central Business District,29.95359,-90.07253,Entire home/apt,100,1,0,,,26,87,0,23-xstr-21621
37497927,Quintessential New Orleans Elegance,277708018,NOLA Comfort,,Central Business District,29.95176,-90.06911,Entire home/apt,73,2,193,2024-08-15,3.13,1,95,47,"19STR-15854, 20-OSTR-0082"
45179180,Pied A Terre  Perfect For Large Groups,357670205,LaTanya,,Fairgrounds,29.98216,-90.0742,Entire home/apt,,30,0,,,5,340,0,"19STR-19138, 19-OSTR-3221"
46949672,Bayou Retreat just 25 min to the French Quarter,379441551,Henry,,Lake Catherine,30.07031,-89.83149,Entire home/apt,,30,22,2024-07-09,0.51,2,134,13,"22-CSTR-08117, 22-OSTR-07632"
1238425949702934043,Conjoining Suite Minutes from FQ,545764469,Little,,Central Business District,29.946210493737304,-90.07335522424223,Entire home/apt,390,1,0,,,75,113,0,24-XSTR-17190
51251112,Waterfront Nearby. Walk to Bayou St. John,49452897,Lisa,,St. Bernard Area,29.99684,-90.08203,Shared room,,30,0,,,22,0,0,
51777282,3 - 5 mins ride downtown n jazz,164333222,Jacob,,Central City,29.94298,-90.08063,Entire home/apt,,2,1,2024-04-22,0.22,1,253,1,"22rstr-00148, 22ostr-00264"
568691493687941773,Gorgeous 1BR Condo Steps from French Quarter,442912126,Tigran,,Central Business District,29.95198,-90.06874,Entire home/apt,85,1,40,2024-06-21,1.34,36,350,8,24-XSTR-13184
52590795,2-Bedroom Apt in Riverbend Uptown-Great Location,34940283,Andy,,East Carrollton,29.94782,-90.1277,Entire home/apt,,30,0,,,1,0,0,
51289469,Luxury Villa w/Private Rooftop,133747621,Spencer,,Central City,29.93845,-90.08191,Entire home/apt,490,2,68,2024-08-25,2.01,7,245,28,"21CSTR-00661, 20OSTR-00555"
26445894,1 Bdrm Open loft -4 Blocks to St Charles Streetcar,8671630,Keisha,,Central City,29.93913,-90.08003,Entire home/apt,,30,17,2020-02-23,0.23,1,0,0,
599904181579372528,Historic Home Central Safe Area Minutes to Quarter,32921944,Jacob,,Mid-City,29.97498,-90.09825,Entire home/apt,,1,5,2022-05-09,0.17,7,0,0,"20STR-24563, 20OSTR-24984"
968074542968317028,Downtown Vibrant Gray Loft,534338342,Gabriel,,Central City,29.942131692576172,-90.08390952052957,Entire home/apt,104,1,7,2024-07-22,0.58,4,258,7,"21-CSTR-07793, 21-OSTR-07795"
36361935,Great location close to Superdome & Streetcar line,272912142,L,,Central City,29.94333,-90.0794,Entire home/apt,,30,20,2020-03-01,0.33,1,0,0,Exempt
760661,"Comfortable, Affordable, Pool table & Location",2156820,J,,Broadmoor,29.94811,-90.09961,Entire home/apt,153,3,177,2024-05-27,1.26,2,74,7,"22-RSTR-12004, 22-OSTR-12012"
674472969077526149,Luxury Home in Hip Historic Bywater-30 day Rental,10043072,Dana,,St. Claude,29.96408,-90.03837,Entire home/apt,,30,0,,,1,64,0,
674443135692037018,Lovely one bedroom condo with patio,115932172,Alan,,French Quarter,29.9646151,-90.0645662,Entire home/apt,,30,2,2023-04-05,0.09,1,0,0,
1188347719490716047,Modern Condo near Bourbon Street jazz clubs,585802778,Tigran,,Central Business District,29.95499,-90.074066,Entire home/apt,93,1,1,2024-07-27,0.73,61,201,1,24-XSTR-08058
49440758,The Syd | The Rhythm of New Orleans | Pool & Oasis,397003583,The Syd,,Central City,29.94316,-90.07578,Entire home/apt,627,30,141,2024-07-28,3.50,4,287,36,23-XSTR-19557
37740659,Magical Mid city Lair ~ Unicorn Palace,278965412,AprilRose,,Fairgrounds,29.98067,-90.0743,Entire home/apt,,30,1,2019-10-13,0.02,3,0,0,
19909842,Sunny Uptown Cottage,4705501,Cade,,Marlyville - Fontainbleau,29.9423,-90.10981,Entire home/apt,,30,11,2018-03-11,0.13,1,0,0,
37876631,Spacious Townhome with Movie Room Near City Park!,63198121,Emily,,Lakeview,29.99789,-90.11261,Entire home/apt,,2,12,2020-02-28,0.20,1,0,0,"19STR-17316, 20-OSTR-0903"
20491459,Cozy Treme Getaway,146290371,Darrin,,Treme - Lafitte,29.96526,-90.06675,Entire home/apt,,30,98,2020-02-25,1.15,1,0,0,
788514338282927508,Club Wyndham La Belle Maison LA,66506549,Ryan,,Central Business District,29.95006409575106,-90.06715320173147,Private room,,365,0,,,2,90,0,Exempt
806536488316015732,Bywater Retreat- Bike to the FQ,141748304,Jesse,,St. Claude,29.964144081150092,-90.03542024642229,Entire home/apt,,30,0,,,4,0,0,
816394583207173631,Ideal Condo  5-minute Walk to Canal Street,442915263,Hosteeva California Building,,Central Business District,29.95499,-90.074063,Entire home/apt,,30,6,2023-12-15,0.32,71,0,1,24-XSTR-13205
821844582162229677,Bywater Big House,35395756,Kpvr,,Bywater,29.96265906382428,-90.04050909167309,Entire home/apt,,30,0,,,7,0,0,Exempt
826266658477129888,Luxury House w/ 6 Bedrooms,136024214,Gabriel,,Central City,29.943126,-90.096173,Entire home/apt,,1,10,2024-06-07,0.55,12,263,9,"21-CSTR-15079, 21-OSTR-07594"
40594328,Cozy Downtown Apartment,42934323,Albert,,Central Business District,29.94518,-90.07093,Private room,,30,0,,,10,0,0,
847850351554180750,Lafayette Hotel Queen Room,215565541,LuxUrban,,Central Business District,29.94782839539661,-90.07008119433524,Private room,,30,1,2023-09-29,0.09,7,0,1,Exempt
847860377321204826,Lafayette Hotel 2 Queens Suite,215565541,LuxUrban,,Central Business District,29.948203245855247,-90.0703252776286,Private room,,30,1,2023-03-26,0.06,7,0,0,Exempt
874015375738822280,Bywater Beauty I,105052713,Andrea,,St. Claude,29.9681527347783,-90.04290075036558,Private room,,30,8,2023-12-23,0.51,5,0,2,"20STR-01929, 20-OSTR-01927"
33009703,Quaint New Orleans Duplex: 1 Mi to French Quarter,122380652,Evolve,,Seventh Ward,29.97321,-90.0599,Entire home/apt,101,2,0,,,24,356,0,"24-NSTR-09623, 24-OSTR-09902"
1000288827879351896,Spacious 3BR Historical Area uptown,541465129,Tien,,Leonidas,29.95878,-90.13239,Entire home/apt,,1,52,2024-09-01,5.22,1,347,52,"23-NSTR-17783, 23-OSTR-17545"
811887853025089988,Modern cozy home near Magazine St.,1148951,Patrick,,West Riverside,29.92046119331115,-90.11625015026245,Entire home/apt,120,30,53,2024-08-22,2.75,1,52,23,"22-RSTR-06071, 23-OSTR-01008"
5065712,Historic Audubon Uptowner,11494684,Alissa,,Audubon,29.92144,-90.12691,Entire home/apt,1200,5,42,2024-05-06,0.37,2,7,1,"19-STR-21989, 20-OSTR-21989"
580258457203568391,Vacation Room in Mid-City NOLA,442922842,Canal Express Studios,,Mid-City,29.97672,-90.10461,Private room,71,1,15,2024-06-03,0.50,15,316,3,23-XSTR-13193
547262071601473350,Great Spacious Condo with Rooftop Patio,56037377,Harriet,,Central City,29.94247,-90.0763,Entire home/apt,326,30,0,,,4,365,0,
1072234130281654561,Heart of NOLA 2BR Bliss Condo with 2 Balconies,550629322,The Pelican,,Central Business District,29.94825,-90.06619,Entire home/apt,186,1,7,2024-04-26,1.02,44,308,7,24-XSTR-08071
633135915907181271,Visit us to enjoy your stay in New Orleans,56281311,Merlin And Anthony,,Tall Timbers - Brechtel,29.89768,-89.99621,Entire home/apt,189,3,47,2024-07-07,2.03,1,323,20,"22-rstr-15401, 22-ostr-17169"
52655969,One bedroom,49568908,Robert,,Marlyville - Fontainbleau,29.94655,-90.11369,Entire home/apt,100,30,2,2022-07-02,0.06,3,90,0,
28439136,Great location in the Bywater,122699418,Hillary,,St. Claude,29.96885,-90.04473,Private room,150,30,0,,,3,364,0,
882473,Historic Apt in Magical Marigny,4669579,Mary,,Marigny,29.96712,-90.05075,Entire home/apt,125,30,209,2024-05-01,1.48,1,273,10,"19STR-00000, 19-OSTR-0000"
580357473810723189,Charming Newly-renovated Room on Canal Street,442922842,Canal Express Studios,,Mid-City,29.97655,-90.10295,Private room,68,1,40,2024-07-08,1.35,15,362,18,23-XSTR-13193
1143386219527880123,"Nola Bungalow, Bonus theater",237416142,Nancy,,Mid-City,29.966,-90.10227,Entire home/apt,149,3,2,2024-08-04,1.18,3,170,2,"22-CSTR-00547, 24-OSTR-04001"
15578819,Oasis,80004725,Kory,,Behrman,29.93956,-90.03239,Entire home/apt,,30,67,2021-05-16,0.73,1,0,0,
580331474106649122,2BR Condo Near Canal St & FQ,448923659,Lilia'S City Hidden Gem,,Central Business District,29.951134,-90.06778,Entire home/apt,162,2,59,2024-08-11,2.07,7,217,28,24-XSTR-13205
556322402869930594,Urban Oasis 4BD House close to FQ,442931537,Hosteeva Magazine District Condos,,Central City,29.940453,-90.078537,Entire home/apt,184,1,41,2024-07-14,1.41,7,330,16,"22-CSTR-08459, 20-OSTR-00670"
575899728253285013,MidCity Charmer - Live-it-up like a NOLA local,82501714,Ashlea,,Mid-City,29.970375,-90.105659,Entire home/apt,,31,0,,,2,365,0,
47926639,4B/4B Large Conjoined Home w/ Balconies - The Oak,293742020,New Orleans Luxury,,Central Business District,29.9448,-90.06504,Entire home/apt,492,1,2,2024-03-06,0.11,41,256,1,"19STR-16489, 20-OSTR-00330"
37767342,Cozy Studio in Algiers Point steps from the ferry!,37227210,Alison,,Algiers Point,29.94969,-90.05427,Entire home/apt,,3,46,2024-03-25,0.76,1,0,5,"19STR-12126, 20-OSTR-2005"
21322063,Rainroberts Retreat,154339848,Whitney,,St. Roch,29.97897,-90.05578,Private room,,30,1,2018-05-20,0.01,1,0,0,
1222463154517851461,The King on Magazine,20627474,Kurt,,Lower Garden District,29.936975427055764,-90.07299249510027,Entire home/apt,960,30,0,,,5,365,0,
32073810,DOWNTOWN NOLA PAD 0.8 MilesFrom Bourbon! Sleeps 10,240536821,Keith,,Treme - Lafitte,29.96569,-90.0703,Entire home/apt,,4,88,2022-05-10,1.30,1,0,0,"19STR-21334, 20-OSTR-1314"
22831236,Unexpected upper Bywater Home,71381175,Keisha,,St. Claude,29.96717,-90.03221,Entire home/apt,,1,53,2020-07-12,0.66,1,0,0,"19str-01228, 19-ostr-1228"
837044558860164285,Shot of Bourbon #2,502380974,Josh,,French Quarter,29.96018,-90.06298,Entire home/apt,85,30,3,2024-04-30,0.18,3,332,2,
845779377307040685,Gallery,505080714,Hampton,,Treme - Lafitte,29.9708354,-90.0800922,Entire home/apt,,1,0,,,2,0,0,"23RSTR-03406, 23ostr-03584"
16150969,"Large Rm, Own Entrance, by Tulane Univ, StreetCar",48187766,Olive,,East Carrollton,29.94306,-90.12732,Private room,50,30,31,2019-11-23,0.33,10,365,0,
820921897407727850,Colorful 3 bedroom/2 bath home,499834973,Mornisha,,Gert Town,29.955390283126924,-90.0995783169208,Entire home/apt,271,30,15,2023-07-02,0.81,1,90,0,Exempt
39749360,"""B"" 2 BD Side Balcony-St Charles Ave-Garden Dist",6268899,Paula,,Central City,29.932918548583984,-90.08322143554688,Private room,131,3,48,2024-05-13,1.08,7,81,10,23-xstr-21479
26421968,Guest Favorite in Algiers Area Clean & Comfy,84647073,Ronell,,Tall Timbers - Brechtel,29.90446,-89.99344,Entire home/apt,63,2,148,2024-08-13,1.97,7,112,46,"21-RSTR-05097, 20-OSTR-05084"
643411725674015475,Cheerful 1 Bedroom with Sleeper in Mid-City,30582943,Melissa,,Seventh Ward,29.97738,-90.07418,Entire home/apt,59,30,1,2024-03-31,0.19,8,87,1,
79609,Bywater's Original & Finest,428909,Stephen,,St. Claude,29.96448,-90.03667,Entire home/apt,48,30,504,2024-08-10,3.07,1,304,28,"23-ISTR-02823, 23-OSTR-02823"
46728007,Mansion/Balcony/Courtyard near Bourbon Street #15,376995864,EsplanadeMansion,,Treme - Lafitte,29.96659,-90.065,Private room,79,1,174,2024-08-18,3.85,8,312,21,23-xstr-17910
52515749,Beautiful Quiet Space in Residential New Orleans,106289693,Vello,,West End,30.01588,-90.12132,Entire home/apt,200,3,73,2024-08-15,2.29,72,137,23,"21-RSTR-17063, 21OSTR-03993"
53792555,"Bywater little gem, 1 bedroom 1 private bathroom",3439125,Leonardo,,Bywater,29.963899445533457,-90.04488694778959,Private room,80,30,0,,,1,365,0,
33803646,"Louisiana Apt - Garden Patio, Near French Quarter",122380652,Evolve,,Marlyville - Fontainbleau,29.946645315050002,-90.10992223377679,Entire home/apt,187,2,27,2024-08-18,0.42,24,311,9,"19STR-04399, 22-OSTR-07135"
30379262,Quaint apartment one block off of Saint Charles,63302549,Jaulet,,Central City,29.93199,-90.08468,Entire home/apt,78,30,88,2022-12-28,1.27,3,90,0,"22-Rstr-14384, 22-OSTR-13356"
1173137210268530595,Contemporary 3 Bed 2.5 Bath w/ Balcony,133747621,Spencer,,Treme - Lafitte,29.97039049642344,-90.0824629490701,Entire home/apt,160,30,0,,,7,265,0,
19349334,Unique Loft Steps to Bourbon in Historic Mansion,112569637,French Quarter Mansion,,French Quarter,29.96,-90.06403,Entire home/apt,154,1,434,2024-08-15,5.18,10,152,52,23-XSTR-17609
53609201,BEDROOM IN BEAUTIFUL FULL B & B W/ GREAT BREAKFAST,433696318,Lyle,,St. Claude,29.96538,-90.04299,Private room,156,2,28,2024-07-07,0.83,6,142,9,"23RSTR18584, 23-OSTR-18584"
23451563,"Award Winning Three Bedroom Suite on Frenchmen, Huge Balcony",1350940,Kay,,Marigny,29.96566,-90.05779,Entire home/apt,281,3,182,2024-09-02,2.34,11,277,36,"22-CSTR-13131, 24-OSTR-03615"
855976887634409531,Spacious Downtown Home,392301904,Mitchell,,Central City,29.9437127,-90.08536430000001,Entire home/apt,415,30,0,,,2,87,0,
